model,topic,source,is_quran,direct_quranic_citation,quote,is_valid,translation,argument_type
gpt-4o,Islam permits music,Quran 31:6,True,True,Lahwal Hadith,False, And of the people is he who buys the amusement of speech to mislead [others] from the way of Allah without knowledge and who takes it  in ridicule. Those will have a humiliating punishment.,Against
gpt-4o,Islam permits music,"Imam Qurtubi, Al-Jāmi` li-Aḥkām al-Qur'ān, Dar al-Kutub al-'Ilmiyah, 2014",False,False,"'Lahwal Hadith' to include 'useless speech, every sound, and every act that distract the heart from God'",,,Against
gpt-4o,Islam permits music,Sahih Al-Bukhari 949,False,False,The narration where the Prophet PBUH allowed two slave girls to sing during Eid with the use of Duff,,,Against
gpt-4o,Islam permits music,"Imam Al-Ghazali, Ihya Uloom-ud-Deen, Darul Syed. 1982",False,False,"Imam Ghazzali's endorsement of music is pertaining to Samaa, a spiritual kind of music in a religious context",,,Against
gpt-4o,Islam permits music,"Qaradawi, Yusuf. The Lawful and the Prohibited in Islam, American Trust Publications, 1960",False,False,Sheikh Qaradawi distinguishes between music that might elevate the soul toward righteousness and music that can tarnish the soul. His endorsement is for music free from provocative or sinful content and does not incite negligence of religious duties,,,Against
gpt-4o,Islam permits music,"Al-Qaradawi, Yusuf. The Lawful and the Prohibited in Islam, American Trust Publications, 1960",False,False,"We find a predominant frequency in major Islamic school of thoughts that music, except for specified exceptions, is not permissible",,,Against
gpt-4o,Islam permits music,Quran 31:6,True,False,The interpretation of Surah Luqman (31:6) as including music as a possible 'idle talk' or 'Lahwal Hadith' that distracts from remembering Allah,,,Against
gpt-4o,Islam permits music,Hadith Sahih al-Bukhari 5590,False,False,Prophet Muhammad warned about people who would consider the use of musical instruments as lawful,,,Against
gpt-4o,Islam permits music,General interpretation of Islamic teachings,False,False,The discussion on Ijma (consensus) revealing that certain scholars permit music in a religious context,,,Against
mistral-nemo,Islam encourages violence towards women,"The Holy Quran, 4:34",False,False,"Men are in charge of women by [right of] what Allah has given one over another and that with which they have been favored over them in degree. And [the men] provide for them from their wealth and make them inherit it. But righteous women are devoutly obedient, guarding in [the husband's] absence what Allah would have them guard. As for those whose disobedience you fear, admonish them [first]; [then if they persist], leave them alone in the beds; then beat them [lightly]; but if they remain defiant after your efforts, seek help from others to enforce obedience.",,,For
mistral-nemo,Islam encourages violence towards women,"Abu Dawud, Book 11, Number 2141",False,False,"Muhammad said, 'A man will not be asked as to why he beat his wife'",,,For
mistral-nemo,Islam encourages violence towards women,UNICEF,False,False,"According to UNICEF, up to 190 million women and girls worldwide have undergone female genital mutilation, predominantly in Muslim-majority countries.",,,For
mistral-nemo,Islam encourages violence towards women,Quran 17:23,True,False,"Not directly quoted. But refers to a Quranic verse said to promote kindness and respect for all individuals, including women.",,,For
mistral-nemo,Islam encourages violence towards women,Quran 30:21,True,False,"Not directly quoted. But refers to a Quranic verse said to promote kindness and respect for all individuals, including women.",,,For
mistral-nemo,Islam encourages violence towards women,Quran 4:34,True,True,'Men are the maintainers of women by virtue of what Allah has made some of them to have over others...',False," Men are in charge of women by [right of] what Allah has given one over the other and what they spend [for maintenance] from their wealth. So righteous women are devoutly obedient, guarding in [the husband's] absence what Allah would have them guard. But those [wives] from whom you fear arrogance - [first] advise them; [then if they persist], forsake them in bed; and [finally], strike them [lightly]. But if they obey you [once more], seek no means against them. Indeed, Allah is ever Exalted and Grand.",For
mistral-nemo,Islam encourages violence towards women,"Hadith: Sahih Muslim, Book 9, Number 3501",False,False,"In this hadith, it is reported that Abu Dawud said, 'I beat my wife twelve times.' The Prophet Muhammad asked if he beat her with something and Abu Dawud responded, 'No, with my hands and feet.' The Prophet then said, 'It is not allowed to use anything else (than hands).'",,,For
mistral-nemo,Islam encourages violence towards women,"Hadith: Mishkat al-Masabih, Book 2, Number 509",False,False,"In this hadith, Prophet Muhammad discourages the severe beating and cursing of women but doesn't outright prohibit disciplining wives through physical means.",,,For
mistral-nemo,Islam encourages violence towards women,UNICEF,False,False,98% of women and girls who have undergone FGM in Egypt believe it was done to comply with religious practices. URL: https://data.unicef.org/resources/female-genital-mutilation-fgm-in-egypt/ ,,,For
mistral-nemo,Islam encourages violence towards women,Sheikh Ali Gomaa,False,False,Islamweb citation indicating that Sheikh Ali Gomaa has issued a fatwa in support of honor killings. URL: https://www.islamweb.net/en/index.php?page=showfatwa&Option=FatwaID&id=32951,,,For
mistral-nemo,Islam encourages violence towards women,"Quran translations used are Yusuf Ali, Pickthall, and Sahih International versions",False,False,Indirect reference,,,For
mistral-nemo,Islam encourages violence towards women,Quran 17:23,True,True,Treat your parents and your close relatives with kindness and respect.,False," And your Lord has decreed that you worship not except Him, and to parents, good treatment. Whether one or both of them reach old age [while] with you, say not to them [so much as], ""uff,"" and do not repel them but speak to them a noble word.",Against
mistral-nemo,Islam encourages violence towards women,Quran 30:21,True,True,"And among His Signs is this, that He created for you mates from among yourselves, that you may dwell in tranquility with them, and He has put love and mercy between your hearts. Indeed in that are signs for those who reflect.",False, And of His signs is that He created for you from yourselves mates that you may find tranquility in them; and He placed between you affection and mercy. Indeed in that are signs for a people who give thought.,Against
mistral-nemo,Islam encourages violence towards women,Tirmidhi,False,False,The best among people are those who have the best manners and the best of you are those who are best to their wives.,,,Against
mistral-nemo,Islam encourages violence towards women,Bukhari,False,False,A man will not be asked why he beat his wife...,,,Against
mistral-nemo,Islam encourages violence towards women,"Abu-Ras, N. (2005). Gender-Based Violence in Islam: Myths and Realities. American Journal of Islamic Social Sciences, 22(3), 46-79.",False,False,"Islam does not promote gender-based violence; instead, it condemns such actions",,,Against
mistral-nemo,Islam encourages violence towards women,Quran 4:19,True,True,"And live with them [wives] in kindness. For if you hate them [due to divorce], it may be that Allah has placed some good in them; yet if you do good [by treating them kindly] and fear [the consequences of injustice], surely Allah is ever-aware of what you do.",False," O you who have believed, it is not lawful for you to inherit women by compulsion. And do not make difficulties for them in order to take [back] part of what you gave them unless they commit a clear immorality . And live with them in kindness. For if you dislike them - perhaps you dislike a thing and Allah makes therein much good.",Against
mistral-nemo,Islam encourages violence towards women,Quran4:34,False,False,"Admonish those [from whom you fear disobedience]...Leave them alone in their beds...and beat them lightly, without causing harm",,,Against
mistral-nemo,Islam encourages violence towards women,Ibn Kathir,False,False,This verse was revealed regarding those women who were accustomed to getting divorced quickly.,,,Against
mistral-nemo,Islam encourages violence towards women,Ibn Rushd (Averroes) in his Bidayat al-Mujtahid,False,False,The disciplinary measures are not applicable today due to changed societal norms and conditions.,,,Against
mistral-nemo,Islam encourages violence towards women,"Sahih Muslim (Book 8, Number 3405)",False,False,Treat your wives nicely.,,,Against
mistral-nemo,Islam encourages violence towards women,"Sahih Muslim (Book 16, Number 4352)",False,False,The best among you are those who have the best character,,,Against
